Label,CartonCount,PieceCount
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,14
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,10
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,123,4
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,17,1
Shipment Data Received-Not Clearable,7,1
Shipment Data Received-Not Clearable,5,2
Shipment Data Received-Not Clearable,5,2
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,9
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,5
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,39,6
Shipment Data Received-Not Clearable,39,6
Shipment Data Received-Not Clearable,39,6
Shipment Data Received-Not Clearable,39,6
Shipment Data Received-Not Clearable,39,6
Shipment Data Received-Not Clearable,39,6
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,4
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,3
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,8
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,105,6
Shipment Data Received-Not Clearable,105,6
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,105,6
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,105,6
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,18,3
Shipment Data Received-Not Clearable,3,3
Shipment Data Received-Not Clearable,3,3
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,3,3
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,105,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,18,3
Shipment Data Received-Not Clearable,18,3
Shipment Data Received-Not Clearable,1,1
Shipment Data Received-Not Clearable,41,2
Shipment Data Received-Not Clearable,41,2
Shipment Data Received-Not Clearable,4,1
Shipment Data Received-Not Clearable,105,6
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,6
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,7
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,0
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,1
Shipment Data Received-Not Clearable,0,2
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,1,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,20,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,2,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,8,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,3
Shipment Data Received-Clearable,1,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,12,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,2,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,123,4
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,3
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,123,4
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,0
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,123,4
Shipment Data Received-Clearable,76,9
Shipment Data Received-Clearable,76,9
Shipment Data Received-Clearable,76,9
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,76,9
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,1,1
Shipment Data Received-Clearable,76,9
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,9,9
Shipment Data Received-Clearable,172,5
Shipment Data Received-Clearable,24,1
Shipment Data Received-Clearable,50,3
Shipment Data Received-Clearable,50,3
Shipment Data Received-Clearable,50,3
Shipment Data Received-Clearable,47,1
Shipment Data Received-Clearable,172,5
Shipment Data Received-Clearable,76,9
Shipment Data Received-Clearable,172,5
Shipment Data Received-Clearable,29,2
Shipment Data Received-Clearable,172,5
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,35,12
Shipment Data Received-Clearable,172,5
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,4,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,19,3
Shipment Data Received-Clearable,19,3
Shipment Data Received-Clearable,19,3
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,47,3
Shipment Data Received-Clearable,47,3
Shipment Data Received-Clearable,47,3
Shipment Data Received-Clearable,29,2
Shipment Data Received-Clearable,146,8
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,61,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,6
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,6
Shipment Data Received-Clearable,0,5
Shipment Data Received-Clearable,0,2
Shipment Data Received-Clearable,0,3
Shipment Data Received-Clearable,0,5
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,1,1
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,7
Shipment Data Received-Clearable,0,5
Shipment Data Received-Clearable,0,4
Shipment Data Received-Clearable,0,6
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,14
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,1
Shipment Data Received-Clearable,0,0
